x-axis,1
second,Volt
-21.00E-03,-53.03E-03
-20.00E-03,-15.24E-03
-19.00E-03,-28.10E-03
-18.00E-03,-27.30E-03
-17.00E-03,-28.10E-03
-16.00E-03,-28.10E-03
-15.00E-03,-15.24E-03
-14.00E-03,-40.16E-03
-13.00E-03,-28.10E-03
-12.00E-03,-28.10E-03
-11.00E-03,-28.10E-03
-10.00E-03,-14.43E-03
-9.00E-03,-28.10E-03
-8.00E-03,-15.24E-03
-7.00E-03,-28.10E-03
-6.00E-03,-28.10E-03
-5.00E-03,-28.10E-03
-4.00E-03,-28.10E-03
-3.00E-03,-40.16E-03
-2.00E-03,-40.16E-03
-1.00E-03,-40.16E-03
+0.0E+00,+1.12888E+00
+1.00E-03,+292.70E-03
+2.00E-03,+61.95E-03
+3.00E-03,-1.57E-03
+4.00E-03,-2.37E-03
+5.00E-03,-28.10E-03
+6.00E-03,-15.24E-03
+7.00E-03,-28.10E-03
+8.00E-03,-40.16E-03
+9.00E-03,-40.96E-03
+10.00E-03,-79.56E-03
+11.00E-03,-2.37E-03
+12.00E-03,-40.96E-03
+13.00E-03,-40.96E-03
+14.00E-03,-28.10E-03
+15.00E-03,-27.30E-03
+16.00E-03,-15.24E-03
+17.00E-03,-2.37E-03
+18.00E-03,+61.95E-03
+19.00E-03,+331.30E-03
+20.00E-03,+1.02597E+00
+21.00E-03,+318.43E-03
+22.00E-03,+61.95E-03
+23.00E-03,-2.37E-03
+24.00E-03,-15.24E-03
+25.00E-03,-15.24E-03
+26.00E-03,-27.30E-03
+27.00E-03,-53.03E-03
+28.00E-03,-40.96E-03
+29.00E-03,-15.24E-03
+30.00E-03,+23.36E-03
+31.00E-03,-66.69E-03
+32.00E-03,-15.24E-03
+33.00E-03,-28.10E-03
+34.00E-03,-28.10E-03
+35.00E-03,-28.10E-03
+36.00E-03,-27.30E-03
+37.00E-03,+10.49E-03
+38.00E-03,+49.09E-03
+39.00E-03,+332.10E-03
+40.00E-03,+1.02597E+00
+41.00E-03,+279.84E-03
+42.00E-03,+49.89E-03
+43.00E-03,-1.57E-03
+44.00E-03,-15.24E-03
+45.00E-03,-15.24E-03
+46.00E-03,-28.10E-03
+47.00E-03,-15.24E-03
+48.00E-03,-40.16E-03
+49.00E-03,-40.16E-03
+50.00E-03,-28.10E-03
+51.00E-03,-1.57E-03
+52.00E-03,-27.30E-03
+53.00E-03,-27.30E-03
+54.00E-03,-28.10E-03
+55.00E-03,-27.30E-03
+56.00E-03,-28.10E-03
+57.00E-03,-15.24E-03
+58.00E-03,+49.09E-03
+59.00E-03,+318.43E-03
+60.00E-03,+1.00024E+00
+61.00E-03,+266.97E-03
+62.00E-03,+49.09E-03
+63.00E-03,+10.49E-03
+64.00E-03,-2.37E-03
+65.00E-03,-28.10E-03
+66.00E-03,-15.24E-03
+67.00E-03,-27.30E-03
+68.00E-03,-28.10E-03
+69.00E-03,-40.96E-03
+70.00E-03,+24.16E-03
+71.00E-03,-53.83E-03
+72.00E-03,-40.96E-03
+73.00E-03,-28.10E-03
+74.00E-03,-40.16E-03
+75.00E-03,-15.24E-03
+76.00E-03,-27.30E-03
+77.00E-03,-2.37E-03
+78.00E-03,+49.09E-03
+79.00E-03,+331.30E-03
+80.00E-03,+961.65E-03
+81.00E-03,+279.84E-03
+82.00E-03,+74.81E-03
+83.00E-03,-2.37E-03
+84.00E-03,-27.30E-03
+85.00E-03,-28.10E-03
+86.00E-03,-27.30E-03
+87.00E-03,-27.30E-03
+88.00E-03,-40.16E-03
+89.00E-03,-2.37E-03
+90.00E-03,-15.24E-03
+91.00E-03,-2.37E-03
+92.00E-03,-28.10E-03
+93.00E-03,-15.24E-03
+94.00E-03,-28.10E-03
+95.00E-03,-28.10E-03
+96.00E-03,-27.30E-03
+97.00E-03,-15.24E-03
+98.00E-03,+61.95E-03
+99.00E-03,+331.30E-03
+100.00E-03,+897.33E-03
+101.00E-03,+279.84E-03
+102.00E-03,+61.95E-03
+103.00E-03,-14.43E-03
+104.00E-03,-15.24E-03
+105.00E-03,-28.10E-03
+106.00E-03,-15.24E-03
+107.00E-03,-40.16E-03
+108.00E-03,-15.24E-03
+109.00E-03,-40.96E-03
+110.00E-03,+49.09E-03
+111.00E-03,-28.10E-03
+112.00E-03,-40.96E-03
+113.00E-03,-28.10E-03
+114.00E-03,-27.30E-03
+115.00E-03,-14.43E-03
+116.00E-03,-40.96E-03
+117.00E-03,-14.43E-03
+118.00E-03,+61.95E-03
+119.00E-03,+318.43E-03
+120.00E-03,+935.92E-03
+121.00E-03,+292.70E-03
+122.00E-03,+61.95E-03
+123.00E-03,-2.37E-03
+124.00E-03,-15.24E-03
+125.00E-03,-27.30E-03
+126.00E-03,-14.43E-03
+127.00E-03,-28.10E-03
+128.00E-03,-28.10E-03
+129.00E-03,-27.30E-03
+130.00E-03,-28.10E-03
+131.00E-03,-28.10E-03
+132.00E-03,-15.24E-03
+133.00E-03,-40.16E-03
+134.00E-03,-40.96E-03
+135.00E-03,-15.24E-03
+136.00E-03,-28.10E-03
+137.00E-03,+10.49E-03
+138.00E-03,+36.22E-03
+139.00E-03,+305.57E-03
+140.00E-03,+948.78E-03
+141.00E-03,+266.97E-03
+142.00E-03,+49.09E-03
+143.00E-03,-1.57E-03
+144.00E-03,-27.30E-03
+145.00E-03,-15.24E-03
+146.00E-03,-27.30E-03
+147.00E-03,-2.37E-03
+148.00E-03,-40.16E-03
+149.00E-03,-15.24E-03
+150.00E-03,-14.43E-03
+151.00E-03,-27.30E-03
+152.00E-03,-28.10E-03
+153.00E-03,-40.16E-03
+154.00E-03,-15.24E-03
+155.00E-03,-2.37E-03
+156.00E-03,-14.43E-03
+157.00E-03,+10.49E-03
+158.00E-03,+37.03E-03
+159.00E-03,+305.57E-03
+160.00E-03,+935.92E-03
+161.00E-03,+254.11E-03
+162.00E-03,+49.89E-03
+163.00E-03,-15.24E-03
+164.00E-03,-15.24E-03
+165.00E-03,-27.30E-03
+166.00E-03,-28.10E-03
+167.00E-03,-27.30E-03
+168.00E-03,-28.10E-03
+169.00E-03,-40.16E-03
+170.00E-03,-143.08E-03
+171.00E-03,-53.03E-03
+172.00E-03,-15.24E-03
+173.00E-03,-40.96E-03
+174.00E-03,-40.96E-03
+175.00E-03,-28.10E-03
+176.00E-03,-40.16E-03
+177.00E-03,-15.24E-03
+178.00E-03,+49.09E-03
+179.00E-03,+305.57E-03
+180.00E-03,+935.92E-03
